ts,iso,energy_mj,power_mw,util_gpu,mem_used_mib,sm_clock_mhz,temp_c
1784721272.3489,19:54:32,717395410151,13725,0,24039,210,34
1784721272.5490,19:54:32,717395411628,13725,0,24039,210,34
1784721272.7490,19:54:32,717395413163,13725,0,24039,210,34
1784721272.9490,19:54:32,717395414681,13725,0,24039,210,34
1784721273.1490,19:54:33,717395416982,13603,0,24039,210,34
1784721273.3490,19:54:33,717395418554,13603,0,24039,210,34
1784721273.5490,19:54:33,717395420037,13603,0,24039,210,34
1784721273.7490,19:54:33,717395421499,13603,0,24039,210,34
1784721273.9490,19:54:33,717395422984,13603,0,24039,210,34
1784721274.1490,19:54:34,717395425326,13632,0,24039,210,34
1784721274.3490,19:54:34,717395426872,13632,0,24039,210,34
1784721274.5490,19:54:34,717395428387,13632,0,24039,210,34
1784721274.7490,19:54:34,717395429842,13632,0,24039,210,34
1784721274.9490,19:54:34,717395431375,13632,0,24039,210,34
1784721275.1490,19:54:35,717395433699,13718,0,24039,210,34
1784721275.3490,19:54:35,717395435192,13718,0,24039,210,34
1784721275.5490,19:54:35,717395436654,13718,0,24039,210,34
1784721275.7490,19:54:35,717395438139,13718,0,24039,210,34
1784721275.9490,19:54:35,717395439675,13718,0,24039,210,34
1784721276.1490,19:54:36,717395441986,13712,0,24039,210,34
1784721276.3490,19:54:36,717395443428,13712,0,24039,210,34
1784721276.5490,19:54:36,717395444916,13712,0,24039,210,34
1784721276.7490,19:54:36,717395446400,13712,0,24039,210,34
1784721276.9490,19:54:36,717395447886,13712,0,24039,210,34
1784721277.1490,19:54:37,717395450195,13624,0,24039,210,34
1784721277.3490,19:54:37,717395451636,13624,0,24039,210,34
1784721277.5490,19:54:37,717395453163,13624,0,24039,210,34
1784721277.7490,19:54:37,717395454627,13624,0,24039,210,34
1784721277.9490,19:54:37,717395456060,13624,0,24039,210,34
1784721278.1490,19:54:38,717395458383,13602,0,24039,210,34
1784721278.3490,19:54:38,717395459815,13602,0,24039,210,34
1784721278.5490,19:54:38,717395461246,13602,0,24039,210,34
1784721278.7490,19:54:38,717395462673,13602,0,24039,210,34
1784721278.9490,19:54:38,717395464072,13602,0,24039,210,34
1784721279.1490,19:54:39,717395466346,13485,0,24039,210,34
1784721279.3490,19:54:39,717395467775,13485,0,24039,210,34
1784721279.5490,19:54:39,717395469195,13485,0,24039,210,34
1784721279.7490,19:54:39,717395470666,13485,0,24039,210,34
1784721279.9490,19:54:39,717395472073,13485,0,24039,210,34
1784721280.1490,19:54:40,717395474299,13288,0,24039,210,34
1784721280.3490,19:54:40,717395475732,13288,0,24039,210,34
1784721280.5490,19:54:40,717395477106,13288,0,24039,210,34
1784721280.7490,19:54:40,717395478587,13288,0,24039,210,34
1784721280.9490,19:54:40,717395479982,13288,0,24039,210,34
1784721281.1490,19:54:41,717395482162,13209,0,24039,210,34
1784721281.3490,19:54:41,717395483553,13209,0,24039,210,34
1784721281.5490,19:54:41,717395484939,13209,0,24039,210,34
1784721281.7490,19:54:41,717395486365,13209,0,24039,210,34
1784721281.9490,19:54:41,717395487773,13209,0,24039,210,34
1784721282.1490,19:54:42,717395490012,13146,0,24039,210,34
1784721282.3490,19:54:42,717395491439,13146,0,24039,210,34
1784721282.5490,19:54:42,717395492842,13146,0,24039,210,34
1784721282.7490,19:54:42,717395494180,13146,0,24039,210,34
1784721282.9490,19:54:42,717395495614,13146,0,24039,210,34
1784721283.1490,19:54:43,717395497815,13161,0,24039,210,34
1784721283.3490,19:54:43,717395499248,13161,0,24039,210,34
1784721283.5490,19:54:43,717395500668,13161,0,24039,210,34
1784721283.7490,19:54:43,717395502037,13161,0,24039,210,34
1784721283.9490,19:54:43,717395503442,13161,0,24039,210,34
1784721284.1490,19:54:44,717395505630,13237,0,24039,210,34
1784721284.3490,19:54:44,717395506994,13237,0,24039,210,34
1784721284.5490,19:54:44,717395508414,13237,0,24039,210,34
1784721284.7490,19:54:44,717395509798,13237,0,24039,210,34
1784721284.9490,19:54:44,717395511180,13237,0,24039,210,34
1784721285.1490,19:54:45,717395513379,13179,0,24039,210,34
1784721285.3490,19:54:45,717395514775,13179,0,24039,210,34
1784721285.5490,19:54:45,717395516219,13179,0,24039,210,34
1784721285.7490,19:54:45,717395517592,13179,0,24039,210,34
1784721285.9490,19:54:45,717395518907,13179,0,24039,210,34
1784721286.1490,19:54:46,717395521123,13167,0,24039,210,34
1784721286.3490,19:54:46,717395522477,13167,0,24039,210,34
1784721286.5490,19:54:46,717395523845,13167,0,24039,210,34
1784721286.7490,19:54:46,717395525218,13167,0,24039,210,34
1784721286.9490,19:54:46,717395526578,13167,0,24039,210,34
1784721287.1490,19:54:47,717395528786,13131,0,24039,210,34
1784721287.3490,19:54:47,717395530163,13131,0,24039,210,34
1784721287.5490,19:54:47,717395531450,13131,0,24039,210,34
1784721287.7490,19:54:47,717395532858,13131,0,24039,210,34
1784721287.9490,19:54:47,717395534199,13131,0,24039,210,34
1784721288.1490,19:54:48,717395536351,13053,0,24039,210,34
1784721288.3490,19:54:48,717395537711,13053,0,24039,210,34
1784721288.5490,19:54:48,717395539066,13053,0,24039,210,34
1784721288.7490,19:54:48,717395540514,13053,0,24039,210,34
1784721288.9490,19:54:48,717395541922,13053,0,24039,210,34
1784721289.1490,19:54:49,717395544058,13159,0,24039,210,34
1784721289.3490,19:54:49,717395545556,13159,0,24039,210,34
1784721289.5490,19:54:49,717395546938,13159,0,24039,210,34
1784721289.7490,19:54:49,717395548299,13159,0,24039,210,34
1784721289.9490,19:54:49,717395549662,13159,0,24039,210,34
1784721290.1490,19:54:50,717395551858,13318,0,24039,210,34
1784721290.3490,19:54:50,717395553279,13318,0,24039,210,34
1784721290.5490,19:54:50,717395554659,13318,0,24039,210,34
1784721290.7490,19:54:50,717395555950,13318,0,24039,210,34
1784721290.9490,19:54:50,717395557353,13318,0,24039,210,34
1784721291.1490,19:54:51,717395559520,13341,0,24039,210,34
1784721291.3490,19:54:51,717395560866,13341,0,24039,210,34
1784721291.5490,19:54:51,717395562265,13341,0,24039,210,34
1784721291.7490,19:54:51,717395563655,13341,0,24039,210,34
1784721291.9490,19:54:51,717395565077,13341,0,24039,210,34
1784721292.1490,19:54:52,717395568650,13365,0,24039,210,34
1784721292.3490,19:54:52,717395571271,13365,0,24039,210,34
1784721292.5490,19:54:52,717395573901,13365,0,24039,210,34
1784721292.7490,19:54:52,717395576575,13365,0,24039,210,34
1784721292.9490,19:54:52,717395579221,13365,0,24039,210,34
1784721293.1490,19:54:53,717395581902,13348,0,24039,210,34
1784721293.3490,19:54:53,717395584522,13348,0,24039,210,34
1784721293.5490,19:54:53,717395587187,13348,0,24039,210,34
1784721293.7490,19:54:53,717395589934,13348,0,24039,210,34
1784721293.9490,19:54:53,717395592543,13348,0,24039,210,34
1784721294.1490,19:54:54,717395595217,13319,0,24039,210,34
