ts,iso,energy_mj,power_mw,util_gpu,mem_used_mib,sm_clock_mhz,temp_c
1784899063.8859,21:17:43,2364573460150,262029,100,24037,2745,40
1784899064.0859,21:17:44,2364573512080,260402,100,24037,2745,40
1784899064.2859,21:17:44,2364573563990,260402,100,24037,2745,40
1784899064.4859,21:17:44,2364573615977,260402,100,24037,2745,40
1784899064.6859,21:17:44,2364573667922,260183,100,24037,2745,41
1784899064.8859,21:17:44,2364573719204,260183,100,24037,2745,41
1784899065.0859,21:17:45,2364573770489,259568,100,24037,2745,41
1784899065.2859,21:17:45,2364573820551,259568,100,24037,2745,41
1784899065.4859,21:17:45,2364573871941,259568,100,24037,2745,41
1784899065.6859,21:17:45,2364573923548,258319,100,24037,2745,41
1784899065.8859,21:17:45,2364573939002,258319,100,24037,2745,41
1784899066.0859,21:17:46,2364573953949,208452,0,24037,2745,36
1784899066.2859,21:17:46,2364573968817,208452,0,24037,2745,36
1784899066.4859,21:17:46,2364573983691,208452,0,24037,2745,36
1784899066.6859,21:17:46,2364573998420,125469,0,24037,2745,35
1784899066.8859,21:17:46,2364574013145,125469,0,24037,2745,35
1784899067.0859,21:17:47,2364574027798,91863,0,24037,2745,35
1784899067.2859,21:17:47,2364574042425,91863,0,24037,2745,35
1784899067.4859,21:17:47,2364574057069,91863,0,24037,2745,35
1784899067.6858,21:17:47,2364574070102,91863,0,24037,2745,35
1784899067.8859,21:17:47,2364574082235,91863,0,24037,2745,35
1784899068.0859,21:17:48,2364574094394,71516,0,24037,2520,34
1784899068.2859,21:17:48,2364574106577,71516,0,24037,2520,34
1784899068.4859,21:17:48,2364574118735,71516,0,24037,2520,34
1784899068.6859,21:17:48,2364574130887,71516,0,24037,2520,34
1784899068.8859,21:17:48,2364574143037,71516,0,24037,2520,34
1784899069.0859,21:17:49,2364574155121,66283,0,24037,2520,34
1784899069.2859,21:17:49,2364574167199,66283,0,24037,2520,34
1784899069.4859,21:17:49,2364574179276,66283,0,24037,2520,34
1784899069.6859,21:17:49,2364574191336,66283,0,24037,2520,34
1784899069.8859,21:17:49,2364574203360,66283,0,24037,2520,34
1784899070.0859,21:17:50,2364574215422,61167,0,24037,2520,34
1784899070.2859,21:17:50,2364574227465,61167,0,24037,2520,34
1784899070.4859,21:17:50,2364574239532,61167,0,24037,2520,34
1784899070.6859,21:17:50,2364574251563,61167,0,24037,2520,34
1784899070.8859,21:17:50,2364574263637,61167,0,24037,2520,34
1784899071.0859,21:17:51,2364574275704,60982,0,24037,2520,34
1784899071.2859,21:17:51,2364574287822,60982,0,24037,2520,34
1784899071.4859,21:17:51,2364574299895,60982,0,24037,2520,34
1784899071.6859,21:17:51,2364574311975,60982,0,24037,2520,34
1784899071.8859,21:17:51,2364574324054,60982,0,24037,2520,34
1784899072.0859,21:17:52,2364574336169,61060,0,24037,2520,34
1784899072.2859,21:17:52,2364574348159,61060,0,24037,2520,34
1784899072.4859,21:17:52,2364574360144,61060,0,24037,2520,34
1784899072.6859,21:17:52,2364574372120,61060,0,24037,2520,34
1784899072.8859,21:17:52,2364574384167,61060,0,24037,2520,34
1784899073.0859,21:17:53,2364574396156,61102,0,24037,2520,33
1784899073.2859,21:17:53,2364574408070,61102,0,24037,2520,33
1784899073.4859,21:17:53,2364574420062,61102,0,24037,2520,33
1784899073.6859,21:17:53,2364574432038,61102,0,24037,2520,33
